UF;ENTE;NR CRP;DATA DE EMISSÃO;DATA DE VALIDADE;CRP JUDICIAL;TIPO DE REGIME;SITUAÇÃO DO CRP
MG;Lambari;984755-178701;11/09/2019;09/03/2020;NÃO;RPPS;VENCIDO
MG;Lamim;984757-185888;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
MG;Laranjal;984759-184428;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Lassance;984761-183766;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
MG;Lavras;984763-186258;29/05/2020;25/11/2020;SIM;RPPS;VÁLIDO
MG;Leandro Ferreira;984765-177034;11/07/2019;07/01/2020;NÃO;RPPS;VENCIDO
MG;Leme do Prado;980642-186096;25/05/2020;21/11/2020;NÃO;RPPS;VÁLIDO
MG;Leopoldina;984767-183957;16/03/2020;12/09/2020;NÃO;RGPS;VENCIDO
MG;Liberdade;984769-187621;20/07/2020;16/01/2021;NÃO;RPPS;VÁLIDO
MG;Lima Duarte;984771-188272;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
MG;Limeira do Oeste;982687-184176;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
MG;Lontra;982695-186773;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
MG;Luisburgo;980644-177825;13/08/2019;09/02/2020;NÃO;RGPS;VENCIDO
MG;Luislândia;980646-185771;16/05/2020;12/11/2020;NÃO;RGPS;VÁLIDO
MG;Luminárias;984773-185586;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
MG;Luz;984775-187653;22/07/2020;18/01/2021;NÃO;RGPS;VÁLIDO
MG;Machacalis;984777-186324;31/05/2020;27/11/2020;NÃO;RGPS;VÁLIDO
MG;Machado;984779-184322;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Madre de Deus de Minas;984781-183905;13/03/2020;09/09/2020;NÃO;RGPS;VENCIDO
MG;Malacacheta;984783-159752;26/10/2017;24/04/2018;NÃO;RPPS;VENCIDO
MG;Mamonas;982895-179802;09/10/2019;06/04/2020;NÃO;RPPS;VENCIDO
MG;Manga;984785-186240;27/05/2020;23/11/2020;NÃO;RGPS;VÁLIDO
MG;Manhuaçu;984787-185415;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
MG;Manhumirim;984789-183953;16/03/2020;12/09/2020;NÃO;RGPS;VENCIDO
MG;Mantena;984791-185355;26/04/2020;23/10/2020;NÃO;RPPS;VÁLIDO
MG;Mar de Espanha;984795-185927;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
MG;Maravilhas;984793-187539;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
MG;Maria da Fé;984797-186784;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
MG;Mariana;984799-184106;25/03/2020;21/09/2020;NÃO;RPPS;VÁLIDO
MG;Marilac;984801-186660;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
MG;Mário Campos;980648-185103;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
MG;Maripá de Minas;984803-185461;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
MG;Marliéria;984805-188671;29/08/2020;25/02/2021;NÃO;RGPS;VÁLIDO
MG;Marmelópolis;984807-187334;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
MG;Martinho Campos;984809-185216;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
MG;Martins Soares;980650-186293;31/05/2020;27/11/2020;NÃO;RGPS;VÁLIDO
MG;Mata Verde;982659-187007;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
MG;Materlândia;984811-184484;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Mateus Leme;984813-184017;19/03/2020;15/09/2020;NÃO;RGPS;VENCIDO
MG;Mathias Lobato;985431-185723;13/05/2020;09/11/2020;NÃO;RGPS;VÁLIDO
MG;Matias Barbosa;984815-184336;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Matias Cardoso;982897-185638;06/05/2020;02/11/2020;NÃO;RGPS;VÁLIDO
MG;Matipó;984817-188287;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
MG;Mato Verde;984819-183796;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
MG;Matozinhos;984821-186936;23/06/2020;20/12/2020;NÃO;RGPS;VÁLIDO
MG;Matutina;984823-187929;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Medeiros;984825-185037;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
MG;Medina;984827-184154;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
MG;Mendes Pimentel;984829-187562;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
MG;Mercês;984831-186767;17/06/2020;14/12/2020;NÃO;RPPS;VÁLIDO
MG;Mesquita;984833-184432;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Minas Novas;984835-186183;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
MG;Minduri;984837-185678;11/05/2020;07/11/2020;NÃO;RPPS;VÁLIDO
MG;Mirabela;984839-184740;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Miradouro;984841-188013;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Miraí;984843-11776;28/11/2002;27/05/2003;NÃO;RPPS;VENCIDO
MG;Miravânia;980652-184383;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Moeda;984845-183629;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
MG;Moema;984847-188401;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
MG;Monjolos;984849-185032;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
MG;Monsenhor Paulo;984851-186024;21/05/2020;17/11/2020;NÃO;RGPS;VÁLIDO
MG;Montalvânia;984853-186580;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
MG;Monte Alegre de Minas;984855-186709;15/06/2020;12/12/2020;NÃO;RPPS;VÁLIDO
MG;Monte Azul;984857-185358;26/04/2020;23/10/2020;NÃO;RGPS;VÁLIDO
MG;Monte Belo;984859-187251;06/07/2020;02/01/2021;NÃO;RPPS;VÁLIDO
MG;Monte Carmelo;984861-185596;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
MG;Monte Formoso;980654-186606;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
MG;Monte Santo de Minas;984863-187864;03/08/2020;30/01/2021;NÃO;RGPS;VÁLIDO
MG;Monte Sião;984867-188303;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
MG;Montes Claros;984865-187408;09/07/2020;05/01/2021;SIM;RPPS;VÁLIDO
MG;Montezuma;982697-184598;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Morada Nova de Minas;984869-184215;29/03/2020;25/09/2020;SIM;RPPS;VÁLIDO
MG;Morro da Garça;984871-185167;19/04/2020;16/10/2020;NÃO;RGPS;VÁLIDO
MG;Morro do Pilar;984873-186182;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
MG;Munhoz;984875-185656;07/05/2020;03/11/2020;NÃO;RGPS;VÁLIDO
MG;Muriaé;984877-187627;21/07/2020;17/01/2021;NÃO;RPPS;VÁLIDO
MG;Mutum;984879-188265;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
MG;Muzambinho;984881-183927;14/03/2020;10/09/2020;NÃO;RPPS;VENCIDO
MG;Nacip Raydan;984883-185890;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
MG;Nanuque;984885-187609;18/07/2020;14/01/2021;SIM;RPPS;VÁLIDO
MG;Naque;980656-184924;11/04/2020;08/10/2020;NÃO;RGPS;VÁLIDO
MG;Natalândia;980658-186437;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
MG;Natércia;984887-184198;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
MG;Nazareno;984889-187895;04/08/2020;31/01/2021;NÃO;RGPS;VÁLIDO
MG;Nepomuceno;984891-186570;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
MG;Ninheira;980660-174540;07/04/2019;04/10/2019;NÃO;RGPS;VENCIDO
MG;Nova Belém;980662-185448;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
MG;Nova Era;984893-185618;06/05/2020;02/11/2020;NÃO;RGPS;VÁLIDO
MG;Nova Lima;984895-184312;31/03/2020;27/09/2020;NÃO;RGPS;VÁLIDO
MG;Nova Módica;984897-186466;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
MG;Nova Ponte;984899-183615;04/03/2020;31/08/2020;NÃO;RPPS;VENCIDO
MG;Nova Porteirinha;980664-186578;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
MG;Nova Resende;984901-185048;14/04/2020;11/10/2020;SIM;RPPS;VÁLIDO
MG;Nova Serrana;984903-188356;19/08/2020;15/02/2021;NÃO;RPPS;VÁLIDO
MG;Nova União;984731-184604;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Novo Cruzeiro;984905-185784;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Novo Oriente de Minas;980666-185323;23/04/2020;20/10/2020;NÃO;RGPS;VÁLIDO
MG;Novorizonte;980668-185222;22/04/2020;19/10/2020;NÃO;RGPS;VÁLIDO
MG;Olaria;984907-186074;22/05/2020;18/11/2020;NÃO;RPPS;VÁLIDO
MG;Olhos d'Água;980670-185437;29/04/2020;26/10/2020;NÃO;RGPS;VÁLIDO
MG;Olímpio Noronha;984909-184145;28/03/2020;24/09/2020;NÃO;RPPS;VÁLIDO
MG;Oliveira;984911-185669;09/05/2020;05/11/2020;NÃO;RPPS;VÁLIDO
MG;Oliveira Fortes;984913-184340;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Onça de Pitangui;984915-185777;17/05/2020;13/11/2020;NÃO;RPPS;VÁLIDO
MG;Oratórios;980672-183729;07/03/2020;03/09/2020;NÃO;RGPS;VENCIDO
MG;Orizânia;980674-185921;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
MG;Ouro Branco;984917-185081;16/04/2020;13/10/2020;NÃO;RGPS;VÁLIDO
MG;Ouro Fino;984919-185381;28/04/2020;25/10/2020;NÃO;RGPS;VÁLIDO
MG;Ouro Preto;984921-186830;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
MG;Ouro Verde de Minas;984923-186308;31/05/2020;27/11/2020;NÃO;RGPS;VÁLIDO
MG;Padre Carvalho;980676-188264;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
MG;Padre Paraíso;984925-188176;15/08/2020;11/02/2021;SIM;RPPS;VÁLIDO
MG;Pai Pedro;980678-188229;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
MG;Paineiras;984927-104674;16/04/2012;13/10/2012;NÃO;RPPS;VENCIDO
MG;Pains;984929-184512;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Paiva;984931-183679;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
MG;Palma;984933-184509;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Palmópolis;982661-186405;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
MG;Papagaios;984937-187991;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Pará de Minas;984941-184153;29/03/2020;25/09/2020;NÃO;RPPS;VÁLIDO
MG;Paracatu;984939-188116;08/08/2020;04/02/2021;NÃO;RPPS;VÁLIDO
MG;Paraguaçu;984943-188340;18/08/2020;14/02/2021;NÃO;RPPS;VÁLIDO
MG;Paraisópolis;984945-185314;23/04/2020;20/10/2020;NÃO;RGPS;VÁLIDO
MG;Paraopeba;984947-183730;07/03/2020;03/09/2020;NÃO;RPPS;VENCIDO
MG;Passa Quatro;984951-187704;27/07/2020;23/01/2021;NÃO;RPPS;VÁLIDO
MG;Passa Tempo;984953-185699;13/05/2020;09/11/2020;NÃO;RPPS;VÁLIDO
MG;Passa Vinte;984955-185861;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Passabém;984949-187603;17/07/2020;13/01/2021;NÃO;RGPS;VÁLIDO
MG;Passos;984957-184541;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Patis;980680-165612;29/05/2018;25/11/2018;SIM;RPPS;VENCIDO
MG;Patos de Minas;984959-184105;25/03/2020;21/09/2020;NÃO;RPPS;VÁLIDO
MG;Patrocínio;984961-185260;22/04/2020;19/10/2020;SIM;RPPS;VÁLIDO
MG;Patrocínio do Muriaé;984963-185390;28/04/2020;25/10/2020;NÃO;RGPS;VÁLIDO
MG;Paula Cândido;984965-187153;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
MG;Paulistas;984967-87596;08/07/2010;04/01/2011;NÃO;RPPS;VENCIDO
MG;Pavão;984969-188395;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
MG;Peçanha;984971-186911;23/06/2020;20/12/2020;NÃO;RGPS;VÁLIDO
MG;Pedra Azul;984973-184220;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
MG;Pedra Bonita;980682-183857;12/03/2020;08/09/2020;NÃO;RGPS;VENCIDO
MG;Pedra do Anta;984975-185950;19/05/2020;15/11/2020;NÃO;RGPS;VÁLIDO
MG;Pedra do Indaiá;984977-184584;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Pedra Dourada;984979-184562;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Pedralva;984981-183660;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
MG;Pedras de Maria da Cruz;982899-186261;29/05/2020;25/11/2020;NÃO;RPPS;VÁLIDO
MG;Pedrinópolis;984983-185374;28/04/2020;25/10/2020;SIM;RPPS;VÁLIDO
MG;Pedro Leopoldo;984985-185773;16/05/2020;12/11/2020;NÃO;RGPS;VÁLIDO
MG;Pedro Teixeira;984987-186894;23/06/2020;20/12/2020;NÃO;RGPS;VÁLIDO
MG;Pequeri;984989-185327;23/04/2020;20/10/2020;NÃO;RGPS;VÁLIDO
MG;Pequi;984991-184206;29/03/2020;25/09/2020;SIM;RPPS;VÁLIDO
MG;Perdigão;984993-181594;16/12/2019;13/06/2020;NÃO;RPPS;VENCIDO
MG;Perdizes;984995-188339;18/08/2020;14/02/2021;NÃO;RPPS;VÁLIDO
MG;Perdões;984997-188517;24/08/2020;20/02/2021;NÃO;RPPS;VÁLIDO
MG;Periquito;980684-183948;16/03/2020;12/09/2020;NÃO;RGPS;VENCIDO
MG;Pescador;984999-185802;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Piau;985001-14683;07/04/2003;04/10/2003;NÃO;RPPS;VENCIDO
MG;Piedade de Caratinga;980686-183678;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
MG;Piedade de Ponte Nova;985003-183712;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
MG;Piedade do Rio Grande;985005-186029;21/05/2020;17/11/2020;NÃO;RGPS;VÁLIDO
MG;Piedade dos Gerais;985007-185753;15/05/2020;11/11/2020;NÃO;RGPS;VÁLIDO
MG;Pimenta;985009-188666;29/08/2020;25/02/2021;NÃO;RGPS;VÁLIDO
MG;Pingo d'Água;980688-184686;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Pintópolis;980690-186009;20/05/2020;16/11/2020;NÃO;RPPS;VÁLIDO
MG;Piracema;985011-185286;23/04/2020;20/10/2020;NÃO;RPPS;VÁLIDO
MG;Pirajuba;985013-184119;25/03/2020;21/09/2020;NÃO;RPPS;VÁLIDO
MG;Piranga;985015-90400;29/09/2010;28/03/2011;NÃO;RPPS;VENCIDO
MG;Piranguçu;985017-184157;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
MG;Piranguinho;985019-187305;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
MG;Pirapetinga;985021-186043;21/05/2020;17/11/2020;NÃO;RGPS;VÁLIDO
MG;Pirapora;985023-185666;08/05/2020;04/11/2020;SIM;RPPS;VÁLIDO
MG;Piraúba;985025-185790;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Pitangui;985027-187062;27/06/2020;24/12/2020;NÃO;RPPS;VÁLIDO
MG;Piumhi;985029-187402;09/07/2020;05/01/2021;NÃO;RGPS;VÁLIDO
MG;Planura;985031-188455;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
MG;Poço Fundo;985033-138824;30/01/2016;28/07/2016;NÃO;RPPS;VENCIDO
MG;Poços de Caldas;985035-188248;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
MG;Pocrane;985037-187317;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
MG;Pompéu;985039-183716;06/03/2020;02/09/2020;NÃO;RPPS;VENCIDO
MG;Ponte Nova;985041-183895;13/03/2020;09/09/2020;NÃO;RGPS;VENCIDO
MG;Ponto Chique;980692-185855;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Ponto dos Volantes;980694-188268;15/08/2020;11/02/2021;NÃO;RGPS;VÁLIDO
MG;Porteirinha;985043-187889;04/08/2020;31/01/2021;NÃO;RGPS;VÁLIDO
MG;Porto Firme;985045-185792;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Poté;985047-187319;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
MG;Pouso Alegre;985049-186866;22/06/2020;19/12/2020;SIM;RPPS;VÁLIDO
MG;Pouso Alto;985051-183782;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
MG;Prados;985053-186216;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
MG;Prata;985055-188429;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
MG;Pratápolis;985057-185815;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Pratinha;985059-182779;07/02/2020;05/08/2020;NÃO;RPPS;VENCIDO
MG;Presidente Bernardes;985061-185592;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
MG;Presidente Juscelino;985063-188388;19/08/2020;15/02/2021;NÃO;RGPS;VÁLIDO
MG;Presidente Kubitschek;985065-184161;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
MG;Presidente Olegário;985067-184026;20/03/2020;16/09/2020;NÃO;RPPS;VÁLIDO
MG;Prudente de Morais;985071-184602;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Quartel Geral;985073-182782;07/02/2020;05/08/2020;NÃO;RPPS;VENCIDO
MG;Queluzito;985075-186388;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
MG;Raposos;985077-184782;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
MG;Raul Soares;985079-184057;23/03/2020;19/09/2020;NÃO;RGPS;VÁLIDO
MG;Recreio;985081-184958;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
MG;Reduto;980696-187465;13/07/2020;09/01/2021;NÃO;RGPS;VÁLIDO
MG;Resende Costa;985083-186502;06/06/2020;03/12/2020;NÃO;RPPS;VÁLIDO
MG;Resplendor;985085-184525;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Ressaquinha;985087-185144;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
MG;Riachinho;982901-186487;05/06/2020;02/12/2020;NÃO;RPPS;VÁLIDO
MG;Riacho dos Machados;985089-174446;07/04/2019;04/10/2019;NÃO;RGPS;VENCIDO
MG;Ribeirão das Neves;985091-184848;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
MG;Ribeirão Vermelho;985093-184441;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Rio Acima;985095-71427;18/12/2008;16/06/2009;NÃO;RPPS;VENCIDO
MG;Rio Casca;985097-184460;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Rio do Prado;985101-185842;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Rio Doce;985099-185780;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Rio Espera;985103-185919;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
MG;Rio Manso;985105-186270;30/05/2020;26/11/2020;NÃO;RGPS;VÁLIDO
MG;Rio Novo;985107-187422;09/07/2020;05/01/2021;NÃO;RGPS;VÁLIDO
MG;Rio Paranaíba;985109-184149;28/03/2020;24/09/2020;NÃO;RPPS;VÁLIDO
MG;Rio Pardo de Minas;985111-183688;05/03/2020;01/09/2020;NÃO;RGPS;VENCIDO
MG;Rio Piracicaba;985113-187128;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
MG;Rio Pomba;985115-185882;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
MG;Rio Preto;985117-184226;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
MG;Rio Vermelho;985119-183790;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
MG;Ritápolis;985121-186395;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
MG;Rochedo de Minas;985123-7287;17/06/2002;14/12/2002;NÃO;RPPS;VENCIDO
MG;Rodeiro;985125-186342;02/06/2020;29/11/2020;NÃO;RGPS;VÁLIDO
MG;Romaria;985127-184666;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Rosário da Limeira;980698-162134;24/01/2018;23/07/2018;NÃO;RPPS;VENCIDO
MG;Rubelita;985129-186924;23/06/2020;20/12/2020;NÃO;RGPS;VÁLIDO
MG;Rubim;985131-186199;26/05/2020;22/11/2020;NÃO;RGPS;VÁLIDO
MG;Sabará;985133-183456;28/02/2020;26/08/2020;NÃO;RPPS;VENCIDO
MG;Sabinópolis;985135-188173;14/08/2020;10/02/2021;NÃO;RPPS;VÁLIDO
MG;Sacramento;985137-183728;07/03/2020;03/09/2020;NÃO;RGPS;VENCIDO
MG;Salinas;985139-186708;15/06/2020;12/12/2020;NÃO;RGPS;VÁLIDO
MG;Salto da Divisa;985141-184476;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Santa Bárbara;985143-188082;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Santa Bárbara do Leste;982667-186599;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
MG;Santa Bárbara do Monte Verde;980700-188703;30/08/2020;26/02/2021;NÃO;RGPS;VÁLIDO
MG;Santa Bárbara do Tugúrio;985145-186913;23/06/2020;20/12/2020;NÃO;RGPS;VÁLIDO
MG;Santa Cruz de Minas;980702-187302;07/07/2020;03/01/2021;NÃO;RGPS;VÁLIDO
MG;Santa Cruz de Salinas;980704-185928;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
MG;Santa Cruz do Escalvado;985147-185151;17/04/2020;14/10/2020;NÃO;RGPS;VÁLIDO
MG;Santa Efigênia de Minas;985149-185924;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
MG;Santa Fé de Minas;985151-186501;06/06/2020;03/12/2020;NÃO;RPPS em extincao;VÁLIDO
MG;Santa Helena de Minas;980706-187235;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
MG;Santa Juliana;985153-185060;15/04/2020;12/10/2020;SIM;RPPS;VÁLIDO
MG;Santa Luzia;985155-187499;16/07/2020;12/01/2021;SIM;RPPS;VÁLIDO
MG;Santa Margarida;985157-185737;13/05/2020;09/11/2020;NÃO;RGPS;VÁLIDO
MG;Santa Maria de Itabira;985159-184745;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Santa Maria do Salto;985161-187201;03/07/2020;30/12/2020;NÃO;RGPS;VÁLIDO
MG;Santa Maria do Suaçuí;985163-186478;04/06/2020;01/12/2020;NÃO;RPPS em extincao;VÁLIDO
MG;Santa Rita de Caldas;985183-183632;04/03/2020;31/08/2020;NÃO;RGPS;VENCIDO
MG;Santa Rita de Ibitipoca;985187-184725;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Santa Rita de Jacutinga;985185-188047;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Santa Rita de Minas;982669-184630;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Santa Rita do Itueto;985189-185835;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Santa Rita do Sapucaí;985191-184791;03/04/2020;30/09/2020;NÃO;RGPS;VÁLIDO
MG;Santa Rosa da Serra;985193-186631;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
MG;Santa Vitória;985195-188473;20/08/2020;16/02/2021;SIM;RPPS;VÁLIDO
MG;Santana da Vargem;985165-185712;13/05/2020;09/11/2020;NÃO;RGPS;VÁLIDO
MG;Santana de Cataguases;985167-183792;10/03/2020;06/09/2020;NÃO;RGPS;VENCIDO
MG;Santana de Pirapama;985169-186963;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
MG;Santana do Deserto;985171-186612;13/06/2020;10/12/2020;NÃO;RGPS;VÁLIDO
MG;Santana do Garambéu;985173-183964;16/03/2020;12/09/2020;NÃO;RGPS;VENCIDO
MG;Santana do Jacaré;985175-184588;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Santana do Manhuaçu;985177-185004;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
MG;Santana do Paraíso;982673-186812;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
MG;Santana do Riacho;985179-186762;17/06/2020;14/12/2020;NÃO;RGPS;VÁLIDO
MG;Santana dos Montes;985181-183745;08/03/2020;04/09/2020;NÃO;RGPS;VENCIDO
MG;Santo Antônio do Amparo;985197-183861;12/03/2020;08/09/2020;NÃO;RGPS;VENCIDO
MG;Santo Antônio do Aventureiro;985199-185859;17/05/2020;13/11/2020;NÃO;RGPS;VÁLIDO
MG;Santo Antônio do Grama;985201-188065;07/08/2020;03/02/2021;NÃO;RGPS;VÁLIDO
MG;Santo Antônio do Itambé;985203-184163;29/03/2020;25/09/2020;NÃO;RGPS;VÁLIDO
MG;Santo Antônio do Jacinto;985205-183839;12/03/2020;08/09/2020;NÃO;RGPS;VENCIDO
MG;Santo Antônio do Monte;985207-188317;15/08/2020;11/02/2021;NÃO;RPPS;VÁLIDO
MG;Santo Antônio do Retiro;980708-185896;18/05/2020;14/11/2020;NÃO;RGPS;VÁLIDO
MG;Santo Antônio do Rio Abaixo;985209-184398;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;Santo Hipólito;985211-185011;12/04/2020;09/10/2020;NÃO;RGPS;VÁLIDO
MG;Santos Dumont;985213-175358;11/05/2019;07/11/2019;NÃO;RGPS;VENCIDO
MG;São Bento Abade;985215-184377;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;São Brás do Suaçuí;985217-186955;24/06/2020;21/12/2020;NÃO;RGPS;VÁLIDO
MG;São Domingos das Dores;980710-185490;02/05/2020;29/10/2020;NÃO;RGPS;VÁLIDO
MG;São Domingos do Prata;985219-184770;02/04/2020;29/09/2020;NÃO;RGPS;VÁLIDO
MG;São Félix de Minas;980712-185539;05/05/2020;01/11/2020;NÃO;RGPS;VÁLIDO
MG;São Francisco;985221-185334;24/04/2020;21/10/2020;NÃO;RPPS;VÁLIDO
MG;São Francisco de Paula;985223-185639;06/05/2020;02/11/2020;NÃO;RGPS;VÁLIDO
MG;São Francisco de Sales;985225-184611;01/04/2020;28/09/2020;NÃO;RGPS;VÁLIDO
MG;São Francisco do Glória;985227-188327;17/08/2020;13/02/2021;SIM;RPPS;VÁLIDO
